,https://youtu.be/BC_YfoGEHm4,5,5,4,3,3,3,1,1,5,2,2,1,1,1,3,1,4,4,3,1,2,4,4,4,4,4,4
,https://youtu.be/Hi1rwpLvi8g,3,3,3,5,3,5,3,2,4,4,4,1,1,2,5,3,5,5,2,4,3,4,5,5,3,4,4
,https://youtu.be/QSa5MzNRhpc,5,5,5,4,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
,https://youtu.be/X7SOOc7fjn0,3,3,3,2,2,2,2,2,,3,3,1,0,0,3,2,0,3,4,4,2,4,4,3,1,1,3
,https://youtu.be/34Jr2U7KwOE,5,5,5,5,5,1,1,1,5,5,5,1,1,5,5,5,5,5,5,5,4,5,5,5,5,5,5
,https://youtu.be/Q7gJsTu3tlA,5,5,5,5,5,5,4,1,5,5,5,4,1,3,5,4,5,5,3,5,5,4,5,5,3,5,5
,https://youtu.be/WRXySFFtJDQ,5,5,5,5,5,5,3,1,5,5,5,5,5,3,5,3,5,5,5,5,5,5,5,5,5,5,5
,https://youtu.be/mUx1eOS0d0c,5,5,5,5,5,5,4,1,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,4,3,5
,https://youtu.be/Hdk2-o4oW_M,5,5,5,4,5,5,1,1,3,5,5,4,4,3,5,2,5,5,5,5,5,4,5,5,5,5,4
,https://youtu.be/_VVwtD8K7us,5,5,5,5,5,4,4,1,5,5,5,5,4,3,5,4,5,5,5,5,5,5,5,5,5,5,5
,https://youtu.be/nK4yqywUWB0,3,4,3,4,4,4,3,1,5,5,5,3,2,2,4,3,5,5,3,4,4,4,4,5,4,4,4
,https://youtu.be/aKXoUrtatVI,5,5,5,5,5,4,3,1,4,5,5,2,1,3,5,2,5,5,4,4,4,4,4,5,4,3,4
,https://youtu.be/Rq6qbCExz2I,5,5,5,4,4,4,3,1,4,4,4,3,1,2,4,3,5,5,2,3,3,3,3,4,4,1,4
,https://youtu.be/ErVxoo3Lj7w,5,5,5,5,5,5,4,1,5,5,5,4,2,4,5,4,5,5,5,5,5,5,5,,5,5,5
,https://youtu.be/2IdwhiMz4DY,5,5,4,5,5,4,2,1,5,5,5,2,1,2,5,3,5,5,2,3,4,4,4,4,4,3,4
,https://youtu.be/G5PtyJ25xlE,4,4,4,3,3,3,2,1,4,4,4,2,1,1,3,2,4,5,4,4,4,4,4,4,3,4,4
,https://youtu.be/xcZTBke9D3s,5,5,5,5,5,5,4,1,5,5,5,5,4,3,5,4,5,5,5,5,5,5,5,5,5,4,5
,https://youtu.be/-fLnUnb3yvA,5,5,5,5,5,4,4,1,5,5,5,4,3,3,5,4,5,5,5,5,5,5,5,5,5,5,5
,https://youtu.be/NNASRkIU5Fw,5,5,5,4,5,4,3,1,5,5,5,3,2,2,5,3,5,5,5,4,5,5,5,5,4,5,5
,https://youtu.be/hM6n0ADCK4w,5,5,5,4,3,3,2,1,5,5,5,5,1,2,4,3,4,4,4,4,4,4,4,5,4,3,4
,https://youtu.be/mr3q2l0B-oI,5,5,5,5,5,4,3,1,5,5,5,3,1,4,5,4,5,5,4,4,5,5,4,5,4,3,4
,https://youtu.be/1Wc4jTH2v_w,5,5,5,4,4,3,3,1,5,5,5,3,2,3,5,4,5,5,4,4,4,4,4,4,4,4,4
,https://youtu.be/e9BwqsEhMZQ,5,4,4,4,4,4,4,3,5,5,5,2,1,3,5,3,4,4,3,3,3,4,4,4,4,4,4
,https://youtu.be/C1CRrtkWwu0,5,5,4,3,4,3,3,1,4,4,4,2,1,3,4,4,4,4,3,,4,4,3,3,4,4,4
,https://youtu.be/9FNhUwS6bzk,5,5,5,,4,3,3,2,5,5,5,2,1,3,4,4,5,5,4,4,4,4,4,4,4,4,4
,https://youtu.be/xGUNwM60eNM,5,5,4,4,5,4,4,1,5,5,5,2,1,2,5,4,5,4,3,3,3,3,4,4,4,4,4
,https://youtu.be/43P1rqX9k90,4,4,5,4,4,3,3,1,5,5,5,3,2,4,4,4,5,5,5,5,5,5,4,4,4,4,4
,https://youtu.be/SN-QFq8qwTA,4,4,4,2,3,3,1,1,3,3,3,1,1,2,2,2,3,3,1,3,2,3,2,2,2,2,3
,https://youtu.be/Ru1mq3Kf_DE,5,4,4,4,4,4,2,1,4,4,4,2,1,3,4,3,4,4,2,3,3,3,3,4,4,4,4
,https://youtu.be/M94igPBdD5o,5,5,4,4,5,4,3,1,4,4,4,2,1,,5,3,4,5,4,5,5,5,4,4,,4,4
,https://youtu.be/VsX38YmT8_4,4,4,5,3,4,3,3,1,5,5,5,2,2,3,4,3,4,4,4,4,4,4,3,4,3,4,4
,https://youtu.be/LT7kSQeXiqg,5,5,5,3,4,3,3,1,5,5,5,3,2,3,5,4,5,5,5,4,5,5,4,4,4,4,4
,https://youtu.be/55j4-CcVlQ0,4,4,4,3,4,4,3,1,4,4,4,3,2,4,4,4,3,4,4,4,4,4,4,4,4,4,4
,https://youtu.be/h720Jr8a6Bs,4,4,4,3,5,4,2,4,4,4,4,2,1,4,4,3,3,4,3,4,4,4,3,4,4,4,4
,https://youtu.be/hegyA21niHY,5,5,4,4,4,3,3,1,5,5,4,3,2,3,4,3,4,4,4,4,4,4,4,4,4,4,4
,https://youtu.be/hW9EmUN-wsc,4,4,5,3,3,5,4,1,5,5,5,2,1,4,4,4,4,4,4,4,4,4,3,4,4,4,5
,https://youtu.be/-rnYicYCcc0,5,5,4,4,4,4,4,1,4,4,4,2,1,2,3,3,4,4,4,4,4,4,4,4,4,4,4
,https://youtu.be/PjTI7GNUjBs,5,5,5,4,4,4,4,1,5,5,4,3,2,4,4,4,5,5,4,4,4,4,4,4,4,4,5
,https://youtu.be/CxgQnZmIoYQ,4,4,4,4,4,4,3,1,5,5,5,3,2,4,4,4,4,4,4,4,4,4,4,4,4,5,5
,https://youtu.be/QG5xiCG-Bgk,5,5,5,4,5,4,4,1,5,5,5,2,1,4,4,4,4,4,4,4,5,5,5,5,5,5,5
,https://youtu.be/MfJJvQgXNZQ,5,5,5,4,5,4,3,1,5,5,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4
,https://youtu.be/qSdepRat6oo,5,5,5,4,5,4,3,1,5,5,5,3,,4,4,4,5,4,4,4,4,4,4,4,4,4,4
,https://youtu.be/JoJ0UI0T4Ls,4,4,4,3,4,4,3,1,4,4,4,1,1,2,3,3,3,3,2,3,3,3,3,4,3,4,3
,https://youtu.be/iDBSoiGpfzw,4,4,4,4,4,3,3,1,5,5,5,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4
,https://youtu.be/qgteJxcJBNk,4,4,4,4,4,4,3,1,4,4,4,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4
,https://youtu.be/teUFZtYdvOE,5,5,5,4,5,4,3,1,5,5,5,4,2,5,5,5,5,5,4,5,5,4,4,4,4,4,4
,https://youtu.be/w20X4A-5b8M,5,5,5,4,4,4,3,1,5,5,5,2,2,4,4,4,4,4,4,4,5,5,5,4,4,4,5
,https://youtu.be/4y6VhRwUkyo,4,4,4,4,4,3,3,1,4,4,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4
,https://youtu.be/HKUXkyUOoKI,5,5,5,4,4,4,4,1,5,5,5,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4
,https://youtu.be/NxcIn7noQvU,4,4,4,4,4,4,4,1,5,5,5,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4
,https://youtu.be/ag6WgI_-xe4,4,4,4,4,3,3,1,1,5,5,5,3,3,4,4,4,4,4,4,4,3,3,3,4,4,4,4
,https://youtu.be/pGzKWXC1YzU,4,4,4,4,4,4,4,1,5,5,5,3,2,5,5,5,5,4,4,4,4,4,4,4,4,4,4
,https://youtu.be/tNqljgVGQag,5,5,5,4,4,4,4,1,5,5,5,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4
,https://youtu.be/CHQdY6orf5s,4,4,4,3,4,4,2,3,5,5,5,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4
,https://youtu.be/YVC4Itkq0No,5,5,5,4,5,5,4,1,5,5,5,3,3,4,4,4,4,,4,4,4,5,4,4,4,4,4
,https://youtu.be/Hj0xDhyIxH8,5,5,5,4,4,4,3,1,5,5,5,3,1,4,4,4,3,3,1,4,3,4,3,4,4,4,4
,https://youtu.be/jTu_fi_l5qk,5,5,5,4,4,4,3,1,5,5,5,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4
,https://youtu.be/j2uP_tg5w60,5,5,4,3,4,4,4,1,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,3,4,4,4
,https://youtu.be/kkeHsG0fUvQ,4,4,4,4,4,4,4,1,4,4,4,4,3,4,4,4,4,4,4,4,3,3,3,3,3,3,3
,https://youtu.be/NLHBAS5ZKZ0,4,4,4,3,4,4,3,1,4,4,4,1,1,2,3,2,,4,4,4,4,4,3,4,3,3,4
,https://youtu.be/bmboguS-Gxg,5,5,5,4,5,5,4,1,5,5,5,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,5
,https://youtu.be/o_-6JXLYS-k,5,5,5,4,5,4,4,1,5,5,5,4,4,4,4,5,4,5,4,4,4,4,5,5,5,4,5
,https://youtu.be/xVFRrNwnVoc,5,5,5,5,5,5,5,1,5,5,5,4,3,5,5,5,5,5,4,5,5,5,5,5,5,5,5
,https://youtu.be/--bjVj8pstc,5,5,5,5,5,5,4,1,5,5,5,4,4,5,5,5,5,5,2,5,5,5,5,5,4,4,5
,https://youtu.be/4c6JjO8dJ6I,5,5,5,5,5,5,4,1,5,5,5,4,3,4,5,5,5,5,5,5,5,5,5,5,4,4,5
,https://youtu.be/V4rke2kVuiE,5,5,5,5,4,4,5,1,5,5,5,3,3,5,5,3,3,3,2,4,4,4,4,4,4,4,4
,https://youtu.be/MuYNrNBjNJk,5,5,4,4,4,4,4,1,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,3,3,4,4
,https://youtu.be/jLyi2K-29xU,5,5,5,4,4,5,4,1,5,5,5,3,3,4,4,4,5,5,5,5,5,5,4,4,4,4,4
,https://youtu.be/7LLSH-rafiE,5,5,5,4,5,4,4,1,5,5,5,3,2,5,5,4,5,4,4,4,4,4,4,4,3,4,4
,https://youtu.be/SVEZVwEHq2E,4,4,4,4,3,3,3,1,4,4,4,2,2,1,3,3,3,3,3,3,3,3,2,1,2,3,4
,https://youtu.be/vw0xG9cruc8,5,5,5,4,4,4,4,1,4,4,4,1,1,2,4,3,4,4,1,3,3,3,3,3,3,3,4
,https://youtu.be/GM_hrF8dqIc,4,4,4,4,5,4,2,2,4,4,4,3,3,4,4,4,5,5,1,4,3,3,3,3,3,4,4
,https://youtu.be/pMZ3Ief9PT8,4,4,4,3,4,4,4,1,5,5,5,2,2,4,5,3,4,4,3,4,4,4,3,4,4,4,4
,https://youtu.be/vNhKT4o6z5A,4,4,4,4,3,3,3,1,4,4,4,1,1,4,4,4,4,4,3,3,3,3,3,3,3,3,4
,https://youtu.be/Uh6nSS-Gt_0,4,4,4,4,4,3,2,1,4,4,4,2,1,3,3,3,3,3,2,3,3,3,3,3,3,3,3
,https://youtu.be/AXvjSgZXj0w,4,4,4,4,4,4,3,1,5,5,5,4,1,2,4,3,4,4,4,4,4,4,4,4,3,4,4
,https://youtu.be/Ktl9XoCX_Is,4,4,4,,4,4,3,1,4,4,4,3,3,4,,4,4,4,4,4,4,4,4,4,4,4,4
,https://youtu.be/T2fnyyFcyEI,5,5,5,5,5,5,3,1,5,5,5,3,3,5,5,4,5,4,3,4,4,4,4,4,4,4,4
,https://youtu.be/iXD0pScquiw,4,4,4,4,4,4,1,3,4,4,4,2,2,4,4,4,4,4,3,4,4,4,3,4,4,4,4
,https://youtu.be/O-BFqVuaIuc,3,3,3,3,3,2,1,1,2,2,2,1,1,2,2,2,2,2,2,1,1,2,1,1,1,1,3
,https://youtu.be/8VrOiQe73BI,4,4,4,4,4,,4,1,4,4,4,3,3,3,3,2,3,3,3,3,4,3,3,3,4,4,4
,https://youtu.be/_POdWsii7AI,4,4,4,3,4,4,1,1,3,3,3,2,2,4,4,4,4,3,3,3,4,3,3,4,4,4,4
,https://youtu.be/vP8-5Bhd2ag,4,4,4,4,4,4,4,1,5,5,5,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4
,https://youtu.be/wWFKXk76xrA,4,4,4,4,4,4,3,1,4,4,4,2,2,4,3,3,4,4,,4,4,4,4,4,4,4,4
,https://youtu.be/29EC7L3t19c,4,4,4,4,4,3,3,1,5,5,5,2,2,3,4,3,4,4,3,4,4,4,4,4,4,4,4
,https://youtu.be/weyPuFLgg5w,4,4,4,5,5,5,3,1,5,5,5,3,3,4,4,4,4,4,3,3,3,4,3,4,3,4,4
,https://youtu.be/5ymTheKEsRs,5,5,5,4,4,4,4,1,4,4,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,5
,https://youtu.be/EtkGfaLAQOY,4,4,4,4,4,3,3,1,4,4,4,2,2,4,4,3,4,4,2,4,4,4,3,4,3,4,4
,https://youtu.be/s8EQnsbdItU,5,5,4,4,4,4,3,1,5,5,5,3,2,4,4,4,4,4,3,4,4,4,4,4,4,4,4
,https://youtu.be/ZrDrBYjlmkA,5,5,,5,5,5,4,1,5,5,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5
,https://youtu.be/XiC2SfBCQPM,5,5,5,5,4,4,4,1,5,5,5,4,3,4,4,3,5,5,5,5,5,5,5,5,5,5,5
,https://youtu.be/uY17dpeL3-k,5,5,5,5,5,4,,1,5,5,5,2,2,4,4,3,5,5,5,4,5,5,5,5,5,5,5
,https://youtu.be/apGsRMlKe5o,5,5,5,5,5,5,4,2,5,5,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5
,https://youtu.be/bekWwpHsPgg,5,5,5,5,4,4,4,1,5,5,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,
,https://youtu.be/eYU0NtqYSdE,5,5,5,5,5,4,4,1,5,5,5,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4
